Codigo_Pro|Nombre|Marca|Descripcion|Moneda|Precio|Precio_Valido_Hasta|Url_producto|Url_Imagen|Almacen|Cantidad|Fecha|Categoria|Ciudad
13032|azúcar incauca morena 2.5 kg|INCAUCA|Realza el sabor y color de tus alimentos con Azúcar Incauca Morena,  gracias a las mieles naturales de sus cristales.|COP|11990|2023-09-08T22:02:18Z|https://www.tiendasjumbo.co/azucar-incauca-morena-2-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/185690/7702059205025-1.jpg?v=1754175375|Cencosud - Colombia|2.5 kg|2022-11-06|AZUCAR|Tunja
11066|azúcar incauca morena 1 kg|INCAUCA|Realza el sabor y color de tus alimentos con Azúcar Incauca Morena,  gracias a las mieles naturales de sus cristales.|COP|4790|2023-09-08T22:04:27Z|https://www.tiendasjumbo.co/azucar-incauca-morena-1-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/184686/7702059202024-1.jpg?v=1754172921|Cencosud - Colombia|1 kg|2022-11-06|AZUCAR|Tunja
20717|azúcar manuelita morena x 1 kilo|MANUELITA|Especial para preparaciones culinarias donde requiera color caramelo, olores y sabores a mieles naturales, tiene el color caramelo natural extraido del mismo azúcar.|COP|4690|2023-08-12T22:08:20Z|https://www.tiendasjumbo.co/azucar-manuelita-morena-x-1-kilo/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191132/7702406090335.png.jpg?v=1754174113|Cencosud - Colombia|1 kg|2022-11-06|AZUCAR|Tunja
20697|azúcar manuelita alta pureza x 1 kilo|MANUELITA|No contiene residuos quimicos, impurezas o elementos artificiales, no altera el sabor natural de los alimentos.|COP|4690|2023-08-12T22:02:54Z|https://www.tiendasjumbo.co/azucar-manuelita-alta-pureza-x-1-kilo/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191127/7702406000143.png.jpg?v=1754152985|Cencosud - Colombia|1 kg|2022-11-06|AZUCAR|Tunja
13033|azúcar incauca morena 0.5 kg|INCAUCA|Realza el sabor y color de tus alimentos con Azúcar Incauca Morena,  gracias a las mieles naturales de sus cristales.|COP|2490|2023-09-08T22:21:09Z|https://www.tiendasjumbo.co/azucar-incauca-morena-0-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/185692/7702059201027-1.jpg?v=1754151043|Cencosud - Colombia|0.5 kg|2022-11-06|AZUCAR|Tunja
13035|azúcar morena riopaila x 5000 g|RIOPAILA|comparte los más dulces momentos|COP|21590|2023-09-01T22:11:15Z|https://www.tiendasjumbo.co/azucar-morena-riopaila-x-5000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/185694/7702127000040-1.jpg?v=1754179673|Cencosud - Colombia|5 kg|2022-11-06|AZUCAR|Tunja
13017|azúcar incauca extrafina 2.5 kg|INCAUCA|Azúcar Extrafina, cristales de azúcar puros con un color, sabor y textura únicos para preparar tus bebidas y alimentos|COP|11990|2023-09-08T22:21:08Z|https://www.tiendasjumbo.co/azucar-incauca-extrafina-2-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/185651/7702059505026-1.jpg?v=1754170087|Cencosud - Colombia|2.5 kg|2022-11-06|AZUCAR|Tunja
13021|azúcar incauca blanco especial 2.5 kg|INCAUCA|El azúcar tradicional de los colombianos, suministra la energía que requieres y hace más saludables los alimentos.|COP|10890|2023-09-08T22:13:21Z|https://www.tiendasjumbo.co/azucar-incauca-blanco-especial-2-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/185661/7702059405029-1.jpg?v=1754172676|Cencosud - Colombia|2.5 kg|2022-11-06|AZUCAR|Tunja
13025|azúcar incauca blanca especial x5 kg|INCAUCA|El azúcar tradicional de los colombianos, suministra la energía que requieres y hace más saludables los alimentos.|COP|23590|2023-09-08T22:13:22Z|https://www.tiendasjumbo.co/azucar-incauca-blanco-especial-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/185672/7702059403087-1.jpg?v=1754153666|Cencosud - Colombia|5 kg|2022-11-06|AZUCAR|Tunja
13023|azúcar blanco riopaila x 5000 g|RIOPAILA|comparte los más dulces momentos|COP|21590|2023-09-01T22:04:24Z|https://www.tiendasjumbo.co/azucar-blanco-riopaila-x-5000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/185668/7702127113023---Riopaila-Suprema-5K.jpg?v=1754146668|Cencosud - Colombia|5 kg|2022-11-06|AZUCAR|Tunja
13022|azúcar incauca blanco especial 1 kg|INCAUCA|El azúcar tradicional de los colombianos, suministra la energía que requieres y hace más saludables los alimentos.|COP|4790|2023-09-08T22:02:18Z|https://www.tiendasjumbo.co/azucar-incauca-blanco-especial-1-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/185664/7702059402028-1.jpg?v=1754167156|Cencosud - Colombia|1 kg|2022-11-06|AZUCAR|Tunja
74033|azucar morena x2.5 kg providencia|PROVIDENCIA|Azucar morena x2.5kg providencia|COP|11590|2023-09-08T22:13:21Z|https://www.tiendasjumbo.co/azucar-morena-x2-5kg-providencia/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/198481/7702104010321.jpg?v=1754149694|Cencosud - Colombia|2.5 kg|2022-11-06|AZUCAR|Tunja
