Codigo_Pro|Nombre|Marca|Descripcion|Moneda|Precio|Precio_Valido_Hasta|Url_producto|Url_Imagen|Almacen|Cantidad|Fecha|Categoria|Ciudad
22007|arroz supremo x 3000 g|SUPREMO|Arroz Supremo  es símbolo de la excelencia del arroz Colombiano, llevalo a tu casa con tan solo un click en tiendasjumbo.co|COP|13590|2023-10-14T22:10:55Z|https://www.tiendasjumbo.co/arroz-supremo-x-3000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191984/7701024000030-20-1.jpg?v=1755033428|Cencosud - Colombia|3 kg|2022-11-16|ARROZ|Tunja
13405|arroz blanco diana premium x 1000 g|DIANA|El nuevo Arroz Diana Premium es un arroz altamente seleccionado. Escogemos los mejores, más blancos y más grandes granos para que lleguen a tu mesa y disfrutes con toda tu familia de un arroz espectacular|COP|6790|2023-10-27T22:04:03Z|https://www.tiendasjumbo.co/arroz-blanco-diana-premium-x-1000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186339/7702511000427.jpg?v=1755034410|Cencosud - Colombia|1 kg|2022-11-16|ARROZ|Tunja
22002|arroz casanare x 5 kg|CASANARE|El grano de arroz más grande y rendidor. Seleccionado grano a grano desde el cultivo.|COP|23490|2023-10-24T22:08:54Z|https://www.tiendasjumbo.co/arroz-casanare-x-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191976/7703308010056-1.jpg?v=1755040150|Cencosud - Colombia|5 kg|2022-11-16|ARROZ|Tunja
129081|arroz diana premium x10 kg|DIANA|Arroz diana premium x10kg|COP|54990|2023-07-17T22:03:41Z|https://www.tiendasjumbo.co/arroz-diana-premium-x10kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/211638/7702206411699.jpg?v=1755027104|Cencosud - Colombia|10 kg|2022-11-16|ARROZ|Tunja
140189|arroz castellano premum jazmin x500 g|CASTELLANO|Arroz castellano premum jazmin x500g|COP|10390|2023-09-12T20:02:06Z|https://www.tiendasjumbo.co/arroz-castellano-premum-jazmin-x500g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/214889/7702511073889.jpg?v=1755021791|Cencosud - Colombia|500 g|2022-11-16|ARROZ|Tunja
13377|arroz florhuila x 3 kg|FLORHUILA|arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|13490|2023-08-28T22:07:42Z|https://www.tiendasjumbo.co/arroz-florhuila-x-3-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186293/7702231000035-Arroz-florhuila-vitaminas-x3000g--1-.jpg?v=1755031398|Cencosud - Colombia|3 kg|2022-11-16|ARROZ|Tunja
13384|arroz blanco máxima x3 kg|MAXIMA MP|Prepara deliciosas recetas con Arroz blanco maxima.|COP|11290|2023-10-31T22:21:17Z|https://www.tiendasjumbo.co/arroz-blanco-maxima-x-3-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186303/7703616076522.jpg?v=1755040015|Cencosud - Colombia|3 kg|2022-11-16|ARROZ|Tunja
22037|arroz castellano premium oryzica x 1000 g|CASTELLANO|Es el único en Colombia que desde la semilla hasta el empaque es concebido para convertirse en el verdadero aliado en la cocina de los que saben diferenciar lo rico de lo exquisito.|COP|9790|2023-09-12T20:02:41Z|https://www.tiendasjumbo.co/arroz-castellano-premium-oryzica-x-1000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/192032/7702206010809.jpg?v=1755035899|Cencosud - Colombia|1 kg|2022-11-16|ARROZ|Tunja
50668|arroz parbolizado doña pepa x 3000 g|DONA PEPA|Arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|18590|2023-09-12T20:02:45Z|https://www.tiendasjumbo.co/arroz-parbolizado-dona-pepa-x-3000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/209444/7702231300036-1.jpg?v=1755035323|Cencosud - Colombia|3 kg|2022-11-16|ARROZ|Tunja
13390|arroz roa x 1 kg|ROA|arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|4590|2023-08-28T22:19:31Z|https://www.tiendasjumbo.co/arroz-roa-x-1kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186310/7702552000141.jpg?v=1755033623|Cencosud - Colombia|1 kg|2022-11-16|ARROZ|Tunja
22024|arroz castellano premium integral oryzica x 1000 g|CASTELLANO|Lleva los mejores granos seleccionados especialmente para ti, incluye este producto en tu plato y ten una experiencia grandiosa.|COP|9990|2023-09-12T20:02:42Z|https://www.tiendasjumbo.co/arroz-castellano-premium-integral-oryzica-x-1000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/369623/7702206010861.jpg?v=1755021741|Cencosud - Colombia|1 kg|2022-11-16|ARROZ|Tunja
28209|arroz diana premium coco x 1000 g|DIANA|Diana Premium es el arroz que siempre te hará quedar bien, ya que es 5 veces seleccionado, pasando por los mas estrictos estándares de calidad, para darte granos mas grandes, blancos, y enteros. Un gusto Premium que puedes disfrutar todos los días|COP|6590|2023-09-12T20:02:04Z|https://www.tiendasjumbo.co/arroz-diana-premium-coco-x-1000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/204418/7702511002391.jpg?v=1755037727|Cencosud - Colombia|1 kg|2022-11-16|ARROZ|Tunja
13409|arroz roa 10 x 2.5 kg|ROA|arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|14390|2023-09-12T20:01:59Z|https://www.tiendasjumbo.co/arroz-roa-10-x-2-5kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186347/7702552200022.jpg?v=1755034954|Cencosud - Colombia|10   2.5 kg|2022-11-16|ARROZ|Tunja
13402|arroz florhuila platino blanco x 2.5 kg|FLORHUILA|arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado sometido a una estricta clasificacion la cual permite obtener grano blanco entero con minimos de partido|COP|14390|2023-09-12T20:06:24Z|https://www.tiendasjumbo.co/arroz-florhuila-platino-blanco-x-2-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186333/7702231000189-1.jpg?v=1755027221|Cencosud - Colombia|2.5 kg|2022-11-16|ARROZ|Tunja
140191|arroz castellano premum basmati x500 g|CASTELLANO|Arroz castellano premum basmati x500g|COP|14990|2023-09-12T20:02:06Z|https://www.tiendasjumbo.co/arroz-castellano-premum-basmati-x500g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/214891/7702511400760.jpg?v=1755021655|Cencosud - Colombia|500 g|2022-11-16|ARROZ|Tunja
50670|arroz parbolizado doña pepa x 5000 g|DONA PEPA|Arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|30590|2023-09-12T20:06:26Z|https://www.tiendasjumbo.co/arroz-parbolizado-dona-pepa-x-5000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/209453/7702231300043-1.jpg?v=1755035437|Cencosud - Colombia|5 kg|2022-11-16|ARROZ|Tunja
22012|arroz casanare blanco x 3000 g|CASANARE|Grano más grande y rendidor. Seleccionado grano a grano desde el cultivo. Libre de químicos y preservativos. Bajo en Calorías.|COP|14290|2023-10-24T22:07:40Z|https://www.tiendasjumbo.co/arroz-casanare-blanco-x-3000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191996/7703308010049-1.jpg?v=1755030969|Cencosud - Colombia|3 kg|2022-11-16|ARROZ|Tunja
22049|arroz supremo premium x2500 g|SUPREMO|Arroz Supremo Premium es símbolo de la excelencia del arroz colombiano. El arroz 100 % seleccionado de grano blanco y largo, que al cocinar crece entero y parejo para darte a ti y a tu familia el sabor natural del mejor arroz de Colombia.|COP|14590|2023-10-14T22:05:43Z|https://www.tiendasjumbo.co/arroz-supremo-premium-x2500-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/192040/7701024001143-1.jpg?v=1755037421|Cencosud - Colombia|2.5 kg|2022-11-16|ARROZ|Tunja
13392|arroz diana fibra x 2500 g|DIANA|Proporciónale todo el amor a tu familia con el delicioso Arroz Diana|COP|13990|2023-09-12T20:02:02Z|https://www.tiendasjumbo.co/arroz-diana-fibra-x-2500-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186318/7702511002216.jpg?v=1755027220|Cencosud - Colombia|2.5 kg|2022-11-16|ARROZ|Tunja
166893|arroz federal premium x2500 g|FEDERAL|Acompaña tus comidas con el delicioso arroz Federal premium|COP|14590|2023-07-02T22:03:30Z|https://www.tiendasjumbo.co/arroz-federal-premium-x-2500g-3458392/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/219798/7704277010498.jpg?v=1755032653|Cencosud - Colombia|2.5 kg|2022-11-16|ARROZ|Tunja
13394|arroz diana fibra x 4000 g|DIANA|Proporciónale todo el amor a tu familia con el delicioso Arroz Diana|COP|21990|2023-09-12T20:06:25Z|https://www.tiendasjumbo.co/arroz-diana-fibra-x-4000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186320/7702511002223.jpg?v=1755027184|Cencosud - Colombia|4 kg|2022-11-16|ARROZ|Tunja
140190|arroz castellano premum risotto x500 g|CASTELLANO|Arroz castellano premum risotto x500g|COP|14590|2023-09-12T20:02:06Z|https://www.tiendasjumbo.co/arroz-castellano-premum-risotto-x500g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/214890/7702206048314.jpg?v=1755022411|Cencosud - Colombia|500 g|2022-11-16|ARROZ|Tunja
22027|arroz castellano tarro x 3 kg|CASTELLANO|Arroz Castellano es el único en Colombia que desde la semilla hasta el empaque es concebido para convertirse en el verdadero aliado en la cocina de los que saben diferenciar lo rico de lo exquisito, gracias a los valores agregados en el producto que han sido potencializados.|COP|30990|2023-09-12T20:06:25Z|https://www.tiendasjumbo.co/arroz-castellano-tarro-x-3-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/192018/7702206010984-1.jpg?v=1755021728|Cencosud - Colombia|3 kg|2022-11-16|ARROZ|Tunja
23453|leche deslactosada alquería x 1100 ml x 6 und|ALQUERIA|La Leche Deslactosada Alquería aporta una gran cantidad de vitaminas y prebióticos ideales para el cuidado de toda familia.|COP|30990|2023-10-19T22:04:57Z|https://www.tiendasjumbo.co/leche-deslactosada-alqueria-x-1100ml-x-6und/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/403043/7702177008560.jpg?v=1755042701|Cencosud - Colombia|1100 ml  6 und|2022-11-16|LECHE|Tunja
206584|leche colanta entera bolsa uht x 6 und x 1000 ml cu|COLANTA|Leche colanta entera bol uht x 6 und x 1000ml c-u|COP|26590|2023-11-10T22:07:39Z|https://www.tiendasjumbo.co/leche-colanta-entera-bol-uht-x-6-und-x-1000ml-c-u/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/366351/7702129004961.jpg?v=1755040994|Cencosud - Colombia|6 und  1 l c/u|2022-11-16|LECHE|Tunja
23481|leche entera alquería x 1100 ml x 6 und|ALQUERIA|La Leche Entera Alquería aporta una gran cantidad de vitaminas y prebióticos ideales para el cuidado de toda familia. Ademas del sabor y cremosidad único|COP|29990|2023-10-19T22:04:29Z|https://www.tiendasjumbo.co/leche-entera-alqueria-x-1100ml-x-6und/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/403035/7702177001790.jpg?v=1755042989|Cencosud - Colombia|1100 ml  6 und|2022-11-16|LECHE|Tunja
23444|leche deslactosada alpina bolsa x6 unds x1100 ml|ALPINA|La Leche deslactosada Alpina es de fácil digestión, apta para personas intolerantes a la lactosa, buena fuente de proteína, calcio vitaminas y minerales.|COP|32990|2023-11-15T22:23:46Z|https://www.tiendasjumbo.co/leche-deslactosada-alpina-bolsa-x-6und-x-1100ml/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/192867/7702001029716-multiempaque-x6-unidades-leche-deslactosada-bolsa-1100ml.jpg?v=1755040877|Cencosud - Colombia|6 unds 1100 ml|2022-11-16|LECHE|Tunja
206586|leche colanta deslactosada bolsa uht x6 und x1000 ml c/u|COLANTA|Leche colanta deslactosada bol uht x6undx1000mlc-u|COP|27990|2023-11-10T22:04:44Z|https://www.tiendasjumbo.co/leche-colanta-deslactosada-bol-uht-x6undx1000mlc-u/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/426315/7702129004985.jpg?v=1755040558|Cencosud - Colombia|6 und 1 l c/u|2022-11-16|LECHE|Tunja
157419|leche parmalat entera vitamina d x6 und x1100 ml|PRODUCCION CENCOSUD|Los mejores productos para tu hogar.|COP|25990|2023-09-26T22:07:14Z|https://www.tiendasjumbo.co/leche-parmalat-entera-vitamina-d-x6und-x1100ml-c-u-3444341/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/218140/7700604052360.jpg?v=1755042792|Cencosud - Colombia|6 und 1100 ml|2022-11-16|LECHE|Tunja
23482|leche entera alqueria supermegalitro 1.3 l sixpack|ALQUERIA|Aporta una gran cantidad de vitaminas y prebióticos ideales para el cuidado de tu familia.|COP|34990|2023-10-19T22:04:25Z|https://www.tiendasjumbo.co/leche-entera-alqueria-supermegalitro-x-1-3l-sixpack/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/403046/7702177009215.jpg?v=1755041824|Cencosud - Colombia|1.3 l|2022-11-16|LECHE|Tunja
23461|leche deslactosada algarra sixpack x 1.1 l|ALGARRA|Leche larga vida (UHT)  entera, con 3% de contenido de grasa. Fuente de proteínas y Calcio, por lo que se constituye en el alimento ideal para toda la familia.|COP|25990|2023-07-12T22:03:09Z|https://www.tiendasjumbo.co/leche-deslactosada-algarra-sixpack-x-1-1-l/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/432008/7702477114282.jpg?v=1755042598|Cencosud - Colombia|1.1 l|2022-11-16|LECHE|Tunja
23454|leche alquería deslactosada semidescremada x 6 und x 1300 ml cu|ALQUERIA|Te ayuda a una fácil digestión disminuyendo  molestias pesadez, malestar abdominal causado por la lactosa.|COP|33990|2023-09-18T22:05:06Z|https://www.tiendasjumbo.co/leche-deslactosada-bol-supermega-litro-x-1300ml-x-6und/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/403048/7702177009659.jpg?v=1755042664|Cencosud - Colombia|6 und  1300 ml c/u|2022-11-16|LECHE|Tunja
183055|leche alquería semidescremada balance x6 und x1100 ml cu|ALQUERIA|Disfruta de los mejores productos que trae Alquería para ti y toda tu familia|COP|28990|2023-10-19T22:04:42Z|https://www.tiendasjumbo.co/leche-alqueria-smdescr-balance-x6und-x1100ml-cu-3478285/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/403092/7702177021392.jpg?v=1755035438|Cencosud - Colombia|6 und 1100 ml c/u|2022-11-16|LECHE|Tunja
23474|leche entera alpina bolsapaq x6 und x1100 ml|ALPINA|La leche Entera Alpina conserva todos los nutrientes naturales de la leche: grasa, proteínas, calcio y carbohidratos. Es una Leche larga vida, Cremosa, fuente de proteína, calcio, vitaminas y minerales.Ideal para todas las personas que desean aprovechar los nutrientes y para los niños en etapa de crecimiento y desarrollo.|COP|33990|2023-11-15T22:23:47Z|https://www.tiendasjumbo.co/leche-entera-alpina-bolsa-x-1100ml-paq-x-6und/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/192886/7702001041411-multiempaque-x6-unidades-leche-entera-bolsa-1100ml.jpg?v=1755041624|Cencosud - Colombia|6 und 1100 ml|2022-11-16|LECHE|Tunja
105889|leche alpina deslactosada x6 unidades x1300 ml|ALPINA|La Leche deslactosada Alpina es de fácil digestión, apta para personas intolerantes a la lactosa, buena fuente de proteína, calcio vitaminas y minerales.|COP|36990|2023-11-15T22:56:15Z|https://www.tiendasjumbo.co/leche-alpina-deslactosada-x6und-x1300ml-c-u/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/197593/7702001145782-multiempaque-x6-unidades-leche-deslactosada-bolsa-1300ml.jpg?v=1755022411|Cencosud - Colombia|6 und 1300 ml|2022-11-16|LECHE|Tunja
13039|harina pan blanca x 1000 g|PAN|Harina P.A.N. es un producto único hecho a base de puro maíz, que permite la preparación de deliciosos y variados platos propios de cada cultura, disfrútala en todas sus presentaciones, Blanca, Amarilla y Dulce.|COP|4890|2023-07-31T22:04:58Z|https://www.tiendasjumbo.co/harina-pan-blanca-x-1000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/185701/7702084137520-1.jpg?v=1755042793|Cencosud - Colombia|1 kg|2022-11-16|HARINA|Tunja
20738|harina de maíz blanco extrafina doñarepa x 1000 g|DONAREPA|Doñarepa es la harina precocida de maíz natural con verdadero sabor 100% colombiano y 100% maiz, tiene excelente desempeño en las preparaciones y en el proceso de armar, asar o freír, no aporta grasa.|COP|4890|2023-09-18T22:08:29Z|https://www.tiendasjumbo.co/harina-de-maiz-blanco-extrafina-donarepa-x-1000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191149/7702020212052-1.jpg?v=1755042791|Cencosud - Colombia|1 kg|2022-11-16|HARINA|Tunja
